dataset_name,record_id,subject_id,session_id,session_name,signal_channel,file_name,file_type,sample_rate_hz,sample_count,window_count,record_missing_value_ratio,record_flatline_ratio,avg_window_coverage_ratio,avg_window_std,low_coverage_window_count,flatline_window_count,high_motion_window_count,higher_relative_variability_window_count,record_signal_quality_score,has_non_monotonic_timestamps,has_duplicate_timestamps
wearable_exam_stress,44,S3,2,midterm_2,acc_magnitude,ACC.csv,acc,32.0,327840,171,0.0014619883040935672,0.19192708080365303,0.9985380116959064,6.887730602044058,1,0,76,76,0.8057118600658849,False,False
wearable_exam_stress,45,S3,2,midterm_2,bvp,BVP.csv,bvp,64.0,655677,171,0.0014665570175438597,0.04619665160138752,0.9985334429824562,119.60188076017697,1,7,0,137,0.951007785840924,False,False
wearable_exam_stress,46,S3,2,midterm_2,eda,EDA.csv,eda,4.0,40980,171,0.0014619883040935672,0.23008082371375718,0.9985380116959064,0.044296110881800604,1,0,0,72,0.7676695962573806,False,False
wearable_exam_stress,47,S3,2,midterm_2,hr,HR.csv,hr,1.0,10235,171,0.002436647173489279,0.04945980771136881,0.9975633528265108,4.616966577557809,1,5,0,37,0.9459135737372072,False,False
wearable_exam_stress,48,S3,2,midterm_2,temp,TEMP.csv,temp,4.0,40976,171,0.0015594541910331384,0.8433867094514529,0.9984405458089668,0.12466207352840325,1,0,0,60,0.15612520891136228,False,False
wearable_exam_stress,49,S4,1,midterm_1,acc_x,ACC.csv,acc,32.0,374202,195,0.0005288461538461538,0.5000192521257598,0.9994711538461538,9.453917358792753,0,33,0,47,0.4994520619169621,False,False
wearable_exam_stress,50,S4,1,midterm_1,acc_y,ACC.csv,acc,32.0,374202,195,0.0005288461538461538,0.5656497698032864,0.9994711538461538,7.508741064848094,0,19,0,33,0.4338909427777043,False,False
wearable_exam_stress,51,S4,1,midterm_1,acc_z,ACC.csv,acc,32.0,374202,195,0.0005288461538461538,0.5342559912856821,0.9994711538461538,12.277848583676972,0,10,0,56,0.4652515251174183,False,False
wearable_exam_stress,52,S4,1,midterm_1,acc_magnitude,ACC.csv,acc,32.0,374202,195,0.0005288461538461538,0.2929932394114997,0.9994711538461538,4.401683243512026,0,0,54,54,0.7062591627107561,False,False
wearable_exam_stress,53,S4,1,midterm_1,bvp,BVP.csv,bvp,64.0,748396,195,0.0005395299145299145,0.017455051937603456,0.9994604700854701,2.260435832849342,0,0,0,0,0.9814850092901902,False,False
wearable_exam_stress,54,S4,1,midterm_1,eda,EDA.csv,eda,4.0,46776,195,0.0005128205128205128,0.5052462182169295,0.9994871794871795,0.030528769633803056,0,73,0,31,0.49424647211964584,False,False
wearable_exam_stress,55,S4,1,midterm_1,hr,HR.csv,hr,1.0,11684,195,0.0013675213675213675,0.01807909604519774,0.9986324786324786,5.0734122465960665,1,0,0,60,0.9792371446247616,False,False
wearable_exam_stress,56,S4,1,midterm_1,temp,TEMP.csv,temp,4.0,46776,195,0.0005128205128205128,0.8582027579633885,0.9994871794871795,0.025958398603361275,0,0,0,18,0.14165184625838642,False,False
wearable_exam_stress,57,S4,2,midterm_2,acc_x,ACC.csv,acc,32.0,428574,224,0.0035016741071428573,0.5133324956933604,0.9964983258928571,9.112776495594558,1,8,0,50,0.4832651696908294,False,False
wearable_exam_stress,58,S4,2,midterm_2,acc_y,ACC.csv,acc,32.0,428574,224,0.0035016741071428573,0.6162894305141705,0.9964983258928571,8.419052874926443,1,25,0,49,0.3810280157063782,False,False
wearable_exam_stress,59,S4,2,midterm_2,acc_z,ACC.csv,acc,32.0,428574,224,0.0035016741071428573,0.540249331089693,0.9964983258928571,12.512490264828093,1,19,0,68,0.4565365122188632,False,False
wearable_exam_stress,60,S4,2,midterm_2,acc_magnitude,ACC.csv,acc,32.0,428574,224,0.0035016741071428573,0.3114692589659847,0.9964983258928571,4.7529146771041635,1,0,56,56,0.683717163070541,False,False
wearable_exam_stress,61,S4,2,midterm_2,bvp,BVP.csv,bvp,64.0,857142,224,0.0035086495535714282,0.21878234668388544,0.9964913504464287,101.78826645828836,1,46,0,136,0.7757452326500026,False,False
wearable_exam_stress,62,S4,2,midterm_2,eda,EDA.csv,eda,4.0,53568,224,0.0035714285714285718,0.512944560669456,0.9964285714285713,0.09698011240946394,1,96,0,108,0.4835826843485825,False,False
wearable_exam_stress,63,S4,2,midterm_2,hr,HR.csv,hr,1.0,13383,224,0.004241071428571428,0.28911924939467315,0.9957589285714287,3.3479663375120157,1,44,0,28,0.7048637449137571,False,False
wearable_exam_stress,64,S4,2,midterm_2,temp,TEMP.csv,temp,4.0,53568,224,0.0035714285714285718,0.8418709701008508,0.9964285714285713,0.1266675049841136,1,0,0,125,0.157001553780353,False,False
wearable_exam_stress,65,S5,1,midterm_1,acc_x,ACC.csv,acc,32.0,384036,201,0.0048818407960199,0.5534710872052304,0.9951181592039802,8.530501268308686,1,14,0,43,0.4421797885106697,False,False
wearable_exam_stress,66,S5,1,midterm_1,acc_y,ACC.csv,acc,32.0,384036,201,0.0048818407960199,0.6468646123954782,0.9951181592039802,9.885627910822345,1,35,0,61,0.349695902174131,False,False
wearable_exam_stress,67,S5,1,midterm_1,acc_z,ACC.csv,acc,32.0,384036,201,0.0048818407960199,0.5347065758085179,0.9951181592039802,10.899974610932611,1,15,0,35,0.4607615363956447,False,False
wearable_exam_stress,68,S5,1,midterm_1,acc_magnitude,ACC.csv,acc,32.0,384036,201,0.0048818407960199,0.3496664670394769,0.9951181592039802,4.011601720139526,1,2,45,45,0.6439993824051635,False,False
wearable_exam_stress,69,S5,1,midterm_1,bvp,BVP.csv,bvp,64.0,768075,201,0.004877953980099502,0.01660880282100827,0.9951220460199005,4.01590313746073,1,0,0,0,0.9738207224083959,False,False
wearable_exam_stress,70,S5,1,midterm_1,eda,EDA.csv,eda,4.0,48006,201,0.004850746268656716,0.5275088990195466,0.9951492537313433,0.020780438614817712,1,83,0,15,0.467918349682802,False,False
wearable_exam_stress,71,S5,1,midterm_1,hr,HR.csv,hr,1.0,11992,200,0.0006666666666666666,0.0224975074775673,0.9993333333333334,5.123213917935535,0,0,0,62,0.9761995903112884,False,False
wearable_exam_stress,72,S5,1,midterm_1,temp,TEMP.csv,temp,4.0,48000,200,0.0,0.8661087866108786,1.0,0.02868459164488671,0,0,0,27,0.13389121338912136,False,False
wearable_exam_stress,73,S5,2,midterm_2,acc_x,ACC.csv,acc,32.0,384522,201,0.0036225124378109455,0.5351638365878706,0.996377487562189,9.622570589055321,1,15,0,54,0.46147451370246684,False,False
wearable_exam_stress,74,S5,2,midterm_2,acc_y,ACC.csv,acc,32.0,384522,201,0.0036225124378109455,0.6346171102779719,0.996377487562189,10.807921721723252,1,11,0,62,0.3627404763690449,False,False
wearable_exam_stress,75,S5,2,midterm_2,acc_z,ACC.csv,acc,32.0,384522,201,0.0036225124378109455,0.5475439219999638,0.996377487562189,13.071813335125716,1,15,0,56,0.44918395985828274,False,False
wearable_exam_stress,76,S5,2,midterm_2,acc_magnitude,ACC.csv,acc,32.0,384522,201,0.0036225124378109455,0.3148333760359464,0.996377487562189,4.260122954257403,1,0,36,36,0.6802115658945351,False,False
wearable_exam_stress,77,S5,2,midterm_2,bvp,BVP.csv,bvp,64.0,769043,201,0.0036238080431177447,0.0008332240550095229,0.9963761919568822,44.518364801463605,1,0,0,94,0.9919383197896673,False,False
wearable_exam_stress,78,S5,2,midterm_2,eda,EDA.csv,eda,4.0,48066,201,0.003606965174129353,0.45588568262645573,0.9963930348258707,0.02854046396517809,1,70,0,59,0.5401961936213984,False,False
wearable_exam_stress,79,S5,2,midterm_2,hr,HR.csv,hr,1.0,12007,201,0.0043946932006633495,0.028670208280630743,0.9956053067993367,4.29486033504978,1,0,0,46,0.9628111584680098,False,False
wearable_exam_stress,80,S5,2,midterm_2,temp,TEMP.csv,temp,4.0,48064,201,0.0036484245439469317,0.8538327159447499,0.9963515754560531,0.12444211637624468,1,0,0,71,0.14510266907487132,False,False
wearable_exam_stress,81,S6,1,midterm_1,acc_x,ACC.csv,acc,32.0,356910,186,0.0005880376344086022,0.521462428817606,0.9994119623655914,8.891325928995165,0,20,0,42,0.4779749404524004,False,False
wearable_exam_stress,82,S6,1,midterm_1,acc_y,ACC.csv,acc,32.0,356910,186,0.0005880376344086022,0.634747820068769,0.9994119623655914,11.518696403676879,0,21,0,62,0.3648227421754479,False,False
wearable_exam_stress,83,S6,1,midterm_1,acc_z,ACC.csv,acc,32.0,356910,186,0.0005880376344086022,0.5001165475016249,0.9994119623655914,10.78310405767911,0,5,0,42,0.49929572478642975,False,False
wearable_exam_stress,84,S6,1,midterm_1,acc_magnitude,ACC.csv,acc,32.0,356910,186,0.0005880376344086022,0.2903074773715732,0.9994119623655914,4.443641881706592,0,2,50,50,0.7088581162074411,False,False
wearable_exam_stress,85,S6,1,midterm_1,bvp,BVP.csv,bvp,64.0,713823,186,0.0005838373655913979,0.016600703795488347,0.9994161626344086,3.295322514566707,0,0,0,0,0.9822513409031234,False,False
wearable_exam_stress,86,S6,1,midterm_1,eda,EDA.csv,eda,4.0,44610,186,0.0006720430107526882,0.4842983758491924,0.9993279569892473,0.07315590026302903,0,69,0,97,0.515008709718933,False,False
wearable_exam_stress,87,S6,1,midterm_1,hr,HR.csv,hr,1.0,11144,186,0.0014336917562724014,0.02345289712258573,0.9985663082437275,4.954345801479538,1,0,0,50,0.9737489750806776,False,False
wearable_exam_stress,88,S6,1,midterm_1,temp,TEMP.csv,temp,4.0,44608,186,0.0007168458781362007,0.8663782938842063,0.9992831541218639,0.03407550759296996,0,0,0,35,0.13343020244119708,False,False
wearable_exam_stress,89,S6,2,midterm_2,acc_x,ACC.csv,acc,32.0,454080,237,0.002109704641350211,0.6388577385338139,0.9978902953586498,8.955184166636043,1,41,0,65,0.35962006184714146,False,False
wearable_exam_stress,90,S6,2,midterm_2,acc_y,ACC.csv,acc,32.0,454080,237,0.002109704641350211,0.6762518821903288,0.9978902953586498,9.358745618417277,1,39,0,65,0.3223835329516278,False,False
wearable_exam_stress,91,S6,2,midterm_2,acc_z,ACC.csv,acc,32.0,454080,237,0.002109704641350211,0.6072681889973988,0.9978902953586498,9.49600898694607,1,6,0,44,0.3910764627454689,False,False
wearable_exam_stress,92,S6,2,midterm_2,acc_magnitude,ACC.csv,acc,32.0,454080,237,0.002109704641350211,0.42028587394874245,0.9978902953586498,3.8406900891968982,1,0,42,42,0.5772706551092319,False,False
wearable_exam_stress,93,S6,2,midterm_2,bvp,BVP.csv,bvp,64.0,908160,237,0.002109704641350211,0.0015826923582576622,0.9978902953586498,36.573597359547435,1,0,0,82,0.9942090201952116,False,False
wearable_exam_stress,94,S6,2,midterm_2,eda,EDA.csv,eda,4.0,56760,237,0.002109704641350211,0.6084597071708298,0.9978902953586498,0.03570560601462706,1,64,0,75,0.38988996677160637,False,False
wearable_exam_stress,95,S6,2,midterm_2,hr,HR.csv,hr,1.0,14181,237,0.0027426160337552744,0.02688264320961167,0.9972573839662447,4.5332482553679725,1,0,0,67,0.9677869019924772,False,False
wearable_exam_stress,96,S6,2,midterm_2,temp,TEMP.csv,temp,4.0,56760,237,0.002109704641350211,0.8464730524379658,0.9978902953586498,0.11561441713291257,1,0,0,75,0.15287983786032489,False,False
